Registro ANS;CNPJ;RazÆo Social;Nome Fantasia;Modalidade;Logradouro;N£mero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endere‡o eletr“nico;Representante;Cargo Representante;Data Registro ANS
323268;4,0853E+13;UNIMED VALE DO SÇO FRANCISCO COOPERATIVA DE TRABALHO MDICO;UNIMED VALE DO SÇO FRANCISCO ;Cooperativa M‚dica;RUA DO COLISEU;123;;CENTRO;Petrolina;PE;56302390;87;38667942;;unimedvsf@unimedvsf.coop.br;FRANCISCO OTAVIANO DE AMORIM VIANA;DIRETOR PRESIDENTE;23/12/1998
314099;2,59739E+12;UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MDICO;;Cooperativa M‚dica;RUA JOS CORSINO;486;W;CENTRO;Tangar  da Serra;MT;78300000;65;33391000;33391000;secretaria@unimed531.coop.br;RICARDO ANTONIO GONSALES;DIRETOR PRESIDENTE;28/12/1998
356417;8,82589E+13;UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÒNCIA · SAéDE LTDA;UNIMED (RS) VALE DO SINOS;Cooperativa M‚dica;RUA TUPI ;962;;CENTRO;Novo Hamburgo;RS;93320050;5;135841800;15841800;regulamentacao@vs.unimed.com.br;LUIS CARLOS GALLEANO DE MELO ;PRESIDENTE;21/12/1998
311057;1,37114E+12;UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED VALE DO URUCUIA;Cooperativa M‚dica;RUA RONCADOR;327;;CENTRO;Una¡;MG;38610000;38;36764804;36764804;financeiro@unimedvale.com.br;GILMAR MARTINS MUNIZ;DIRETOR PRESIDENTE;17/12/1998
344729;1,78455E+13;UNIMED VARGINHA COOPERATIVA DE TRABALHO MDICO;UNIMED VARGINHA COOPERATIVA DE TRABALHO MDICO;Cooperativa M‚dica;RUA THOMAZ SILVA;150;;JARDIM PETRàPOLIS;Varginha;MG;37006710;35;36907000;36907033;ans@unimedvarginha.coop.br;PAULO ROBERTO MAGALHÇES SWERTS;DIRETOR PRESIDENTE;18/12/1998
317896;7,14998E+13;UNIMED VERTENTE DO CAPARAà - COOPERATIVA DE TRABALHO MDICO LTDA;UNIMED VERTENTE DO CAPARAà;Cooperativa M‚dica;RUA MAESTRO FILOMENO DOS SANTOS;109;;CENTRO;Manhua‡u;MG;36900000;33;4402;33394415;diretoria@unimedvc.com.br;GULIVERT HUDSON MELO DE OLIVEIRA;DIRETOR PRESIDENTE;17/12/1998
314587;6,63435E+13;UNIMED VI€OSA - COOPERATIVA DE TRABALHO MDICO;UNIMED SERRAS DE MINAS;Cooperativa M‚dica;RUA GOMES BARBOSA;70;LOJA 02;CENTRO;Vi‡osa;MG;36570101;31;38914750;38914750;thiago.barroso@unimedserrasdeminas.com.br;RENATO PAIVA DEL GIéDICE ;DIRETOR PRESIDENTE;17/12/1998
342131;1,65909E+12;UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED VILHENA;Cooperativa M‚dica;AV. CAPITÇO CASTRO;4376;PREDIO;CENTRO;Vilhena;RO;76980010;69;33162600;33222665;unimed@unimedvilhena.com.br;ELCIO CARLOS ROSSI;PRESIDENTE;23/12/1998
357391;2,75784E+13;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;UNIMED VITORIA;Cooperativa M‚dica;AV. CESAR HILAL;700;3§ E 4§ ANDARES;BENTO FERREIRA;Vit¢ria;ES;29050903;27;33344329;33253157;coans@unimedvx.com.br;FERNANDO RONCHI;DIRETOR PRESIDENTE;16/12/1998
393321;4,21639E+13;UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO;UNIMED RIO COOPERATIVA DE TRABALHO MEDICO DO RJ LTDA;Cooperativa M‚dica;AV ARMANDO LOMBARDI;400;;BARRA DA TIJUCA;Rio de Janeiro;RJ;22640000;21;31397999;31397893;controlad@unimedrio.com.br;ANTONIO ROMEU SCOFANO JéNIOR;DIRETOR PRESIDENTE;16/12/1998
343731;2,86305E+13;UNIMED-SÇO GON€ALO - NITERàI - SOC.COOP.SERV.MED E HOSP LTDA;UNIMED LESTE FLUMINENSE;Cooperativa M‚dica;RUA DR.BORMAN;51;SOBRE LOJA;CENTRO;Niter¢i;RJ;24020320;21;21096135;21096139;contabilans2@niteroi.unimed.com.br;BENITO PETRAGLIA;DIRETOR PRESIDENTE;28/12/1998
414891;1,14149E+12;UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÇO AGRESTE DO ESTADO DE PERNAMBUCO;UNIODONTO CARUARU;Cooperativa odontol¢gica;RUA 1§ DE MAIO ;80;;NOSSA SENHORA DAS DORES ;Caruaru;PE;55002130;81;37216769;37237522;uniodontocaruaru@hotmail.com;RâNIO DE MEDEIROS GALINDO;PRESIDENTE;21/05/2004
403512;2,98869E+12;UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLàGICO LTDA;UNIODONTO ARAPIRACA;Cooperativa odontol¢gica;RUA PADRE JEFERSON DE CARVALHO;43;;ALTO DO CRUZEIRO;Arapiraca;AL;57312480;82;35222383;35223429;uniodonto@uniodontoarapiraca.com;MARCOS ANTONIO DUARTE BORGES;PRESIDENTE;14/04/1999
340120;3,90564E+11;UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLàGICA;UNIODONTO DE JABOTICABAL;Cooperativa odontol¢gica;RUA SANTO ANDR;340;;NOVA JABOTICABAL;Jaboticabal;SP;14887030;16;32021601;32021601;uniodontojabot@netsite.com.br;JOÇO LEONARDO DELLA LIBERA FILHO;VICE-PRESIDENTE DE ADM E FIN. ;16/12/1998
383929;6,29608E+11;UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA;UNIODONTO BAHIA SUL;Cooperativa odontol¢gica;RUA ANTONIO LAVIGNE DE LEMOS;115;;CENTRO;Ilh‚us;BA;45653330;73;36347050;36347050;gerenciaadm@uniodontobahiasul.com.br;LUCIANO MOREIRA TAVARES;PRESIDENTE;02/02/1999
327093;6,60954E+13;UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLàGICA;UNIODONTO ;Cooperativa odontol¢gica;RUA VICENTE PASCHOAL;1261;;CENTRO;Bebedouro;SP;14700340;17;33440700;33440700;uniodonto@uniodontobebedouro.coop.br;PEDRO ERNESTO JACOBS;PRESIDENTE;17/12/1998
368555;1,53085E+13;UNIODONTO BELM - COOPERATIVA DE ASSISTÒNCIA · SAéDE ODONTOLàGICA;UNIODONTO;Cooperativa odontol¢gica;AV GENTIL BITTENCOURT;1212;;NAZAR;Bel‚m;PA;66040000;91;32024100;28;uniodopa@uniodontobelem.com.br;ARIOSTO MARIA CHAVES DIAS;PRESIDENTE;29/12/1998
353752;8,73038E+13;UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA;UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA;Cooperativa odontol¢gica;AV. JéLIO DE CASTILHOS;745;SALA 204;CENTRO;Lajeado;RS;95900000;5;137143444;;admsc@uniodontovtrp.com.br;DITMAR ARY KUHN;PRESIDENTE;18/12/1998
343919;1,75128E+12;UNIODONTO COOPERATIVA ODONTOLàGICA DO SERIDà LTDA;UNIODONTO DO SERIDà;Cooperativa odontol¢gica;RUA SENADOR JOS BERNARDO ;663;;CENTRO;Caic¢;RN;59300000;84;34211477;4173799;uniodontoserido@terra.com.br;MARCO POLO AYRES DO RÒGO;PRESIDENTE;30/12/1998
323632;1,56486E+12;UNIODONTO COOPERATIVA TRABALHO ODONTOLOGICO DE PARA DE MINAS;UNIODONTO PARA DE MINAS;Cooperativa odontol¢gica;RUA MAJOR FIDELIS;150;;CENTRO;Par  de Minas;MG;35660109;3;732321522;732321522;uniodonto@parademinas.com.br;HENRIQUE MARCOS FERREIRA;DIRETOR PRESIDENTE;18/12/1998
347604;6,90151E+13;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLàGICA;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLàGICA;Cooperativa odontol¢gica;RUA PADRE ANCHIETA;105;VILA PAVAN;CENTRO;Americana;SP;13465000;19;34616728;34611430;uniodontoamer@uol.com.br;SILNEY MARCOS BERALDO;PRESIDENTE;17/12/1998
349283;3,28442E+13;UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO;UNIODONTO DE ARACAJU COOPERATIVA DE TRABALHO ODONTOLOGICO;Cooperativa odontol¢gica;AVENIDA BEIRA MAR;1222;;TREZE DE JULHO;Aracaju;SE;49020010;79;40095454;40095450;uniodont@infonet.com.br;LIOMAR MARIA DE OLIVEIRA QUARANTA;PRESIDENTE;18/12/1998
362824;1,85669E+12;UNIODONTO DE ARA€ATUBA COOPERATIVA ODONTOLOGICA;UNIODONTO ARACATUBA;Cooperativa odontol¢gica;RUA GENERAL OSàRIO;310;;CENTRO;Ara‡atuba;SP;16010290;18;31175271;31175273;uniodontoaracatuba@terra.com.br;PAULO CEZAR BATAGELO;PRESIDENTE;21/12/1998
316997;6,54422E+13;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLàGICA;UNIODONTO DE ARARAQUARA;Cooperativa odontol¢gica;RUA VOLUNTARIOS DA PATRIA;1947;;CENTRO;Araraquara;SP;14801320;16;33321700;33037131;araraquara@uniodontoararaquara.com.br;GUSTAVO LORIA LEONI;PRESIDENTE;16/12/1998
311669;14922000158;UNIODONTO DE AVARE COOPERATIVA ODONTOLàGICA;UNIODONTO DE AVARE;Cooperativa odontol¢gica;RUA DISTRITO FEDERAL;1001;;CENTRO;Avar‚;SP;18700160;14;37322303;;uniodontoavare@uol.com.br;PAULA SALES RODRIGUES;DIRETORA DE OPERA€åES;16/12/1998
347477;1,9464E+12;UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA;UNIODONTO BOTUCATU;Cooperativa odontol¢gica;RUA DR CARDOSO DE ALMEIDA;888;;CENTRO;Botucatu;SP;18600050;14;38823892;38136783;uniodontobotu@uol.com.br;SERGIO HENRIQUE BAUER;PRESIDENTE;16/12/1998
347302;22130000125;UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA;UNIODONTO;Cooperativa odontol¢gica;RUA CEL JOÇO  DIAS GUIMARÇES;20;;CENTRO;Ca‡apava;SP;12281350;12;36525619;36525373;uniodontocacapava@gmail.com;MARIA ANGELICA GIOVANELLI;SUPERINTENDENTE;16/12/1998
350494;5,13048E+13;UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLàGICA;UNIODONTO DE CAMPINAS;Cooperativa odontol¢gica;AV BRASIL;200;;VILA ITAPURA;Campinas;SP;13023075;19;33224000;33224006;uniodonto@uniodontocamp.com.br;ROBERTO ANTONIO GOBBO;PRESIDENTE;16/12/1998
347183;3,51189E+12;UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT.;UNIODONTO SISTEMA NACIONAL DE COOP. ODONTOLOGICAS;Cooperativa odontol¢gica;RUA ANTONIO MARIA COELHO;1463;;CENTRO;Campo Grande;MS;79002221;67;30298040;30298040;unicgde@terra.com.br;FERNANDO JAIME CAVALLI;PRESIDENTE;21/12/1998
402516;3,00585E+12;UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA;UNIODONTO DE CAMPOS COOPERATIVA ODONTOLOGICA;Cooperativa odontol¢gica;RUA SALDANHA MARINHO;416;LOJA 218;CENTRO;Campos dos Goytacazes;RJ;28010270;17;33435086;27334321;gerencia@uniodontocampos.com.br;DECIO DUNCAN LIMA;PRESIDENTE;24/03/1999
354686;8,55599E+11;UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLàGICA;UNIODONTO DE CATANDUVA;Cooperativa odontol¢gica;PRA€A 9 DE JULHO;141;;CENTRO;Catanduva;SP;15800225;17;35232516;35232516;uniodonto@uniodontocatanduva.com.br;JOS EDUARDO HADDAD;PRESIDENTE;16/12/1998
400556;1,63259E+13;UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLàGICO DE FEIRA DE SANTANA RESP LIMITADA;UNIODONTO FEIRA DE SANTANA;Cooperativa odontol¢gica;RUA CASTRO ALVES;1511;2§ andar , sala 208 - Edif¡cio Meritum C;CENTRO;Feira de Santana;BA;44001184;75;36234434;36234611;uniodontofs@ig.com.br;CAMILA DOREA FERNANDES SILVA;DIRETORA PRESIDENTE;13/02/1999
301647;2,01557E+12;UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA;;Cooperativa odontol¢gica;AV DOS ARNALDOS;830;TERREO;CENTRO;Fernand¢polis;SP;15600000;17;91663484;34626000;uniodontofer@terra.com.br;EDUARDO HAMILTON DïAVILA;PRESIDENTE;16/12/1998
335258;2,37251E+13;UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA;UNIODONTO DE FORTALEZA;Cooperativa odontol¢gica;RUA  COSTA BARROS;915;;CENTRO;Fortaleza;CE;60160280;85;40095442;40095442;contabil@uniodonto-ce.com.br;MARLIO XIMENESCARLOS;DIRETOR PRESIDENTE;29/12/1998
343056;5,31736E+11;UNIODONTO DE JACAREÖ - COOPERATIVA ODONTOLàGICA DE JACAREÖ;UNIODONTO DE JACAREÖ;Cooperativa odontol¢gica;AVENIDA MAJOR ACµCIO FERREIRA;670;;JD. LEONÖDIA;Jacare¡;SP;12327070;12;39528859;39528859;uniodonto@uniodontojac.com.br;GLàRIA DE FµTIMA CHAVES;PRESIDENTE;18/12/1998
309257;2,08525E+12;UNIODONTO DE JALES - COOPERATIVA ODONTOLàGICA;;Cooperativa odontol¢gica;RUA SETE;2444;;CENTRO;Jales;SP;15700000;17;36322293;36322293;uniodontojales@terra.com.br;FLAVIA MARTIM;VOGAL;17/12/1998
361569;1,29235E+13;UNIODONTO DE JOÇO PESSOA COOPERATIVA ODONTOLàGICA;UNIODONTO JOAO PESSOA;Cooperativa odontol¢gica;AV. DUARTE DA SILVEIRA;541;;CENTRO;JoÆo Pessoa;PB;58013280;83;21075858;21075858;uniodontojp@uniodontojp.com.br;TERTULIANO BRITO NETO;PRESIDENTE;17/12/1998
347795;5,95274E+13;UNIODONTO DE JUNDIAÖ COOPERATIVA ODONTOLàGICA;UNIODONTO DE JUNDIAÖ;Cooperativa odontol¢gica;RUA PETRONILHA ANTUNES;211;;CENTRO;Jundia¡;SP;13201080;1;148059999;148059999;gerencia@uniodontojundiai.com.br;JOSE CLOVIS TOMAZZONI DE OLIVEIRA;PRESIDENTE;16/12/1998
369462;6,30624E+13;UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLàGICA;UNIODONTO DE LIMEIRA;Cooperativa odontol¢gica;RUA TREZE DE MAIO;70;;JARDIM MERCEDES;Limeira;SP;13480001;19;34427899;34427899;gerencia@uniodontolimeira.com.br;JOSEMARY APARECIDA PAERà DE BARROS CAMARGO;SUPERINTENDENTE;17/12/1998
344681;8,47821E+11;UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA;UNIODONTO DE LINS COOPERATIVA ODONTOLàGICA;Cooperativa odontol¢gica;RUA PEDRO DE TOLEDO;880;;CENTRO;Lins;SP;16400106;14;35235252;;uniodontolins@uol.com.br;ADRIANA MOYA MARTELLI;PRESIDENTE;16/12/1998
350770;8,22395E+13;UNIODONTO DE LONDRINA COOP. ODONTOLàGICA;UNIODONTO DE LONDRINA COOP. ODONTOLàGICA;Cooperativa odontol¢gica;RUA RAPOSO TAVARES;554;;VILA IPIRANGA;Londrina;PR;86010580;43;33214140;33214140;uniodonto@uniodontolondrina.com.br;MARCELO FANECO FONTANA;DIRETOR PRESIDENTE;06/01/1999
311391;2,30315E+13;UNIODONTO DE MANAUS - COOPERATIVA ODONTOLàGICA LTDA.;UNIODONTO MANAUS;Cooperativa odontol¢gica;RUA LEONARDO MALCHER;598;;CENTRO;Manaus;AM;69010170;92;21260600;;atendimento@uniodontomao.com.br;CLµUDIA ANDRA CORRÒA GARCIA SIMåES;DIRETORA PRESIDENTE;22/12/1998
343404;3,74968E+13;UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;UNIODONTO MATO GROSSO;Cooperativa odontol¢gica;AV. GENERAL MELLO;448;;DOM AQUINO;Cuiab ;MT;78015300;65;36176500;36176523;adm@uniodontomt.com.br;ERNESTO FARIA DE FIGUEIREDO JUNIOR;DIRETOR PRESIDENTE;28/12/1998
336238;1,59274E+12;UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA;UNIODONTO DE MONTE ALTO;Cooperativa odontol¢gica;RUA GUSTAVO DE GODOY;597;;CENTRO;Monte Alto;SP;15910000;16;32425776;32432772;uniodontoma@uol.com.br;ADRIEN CSAR GATO;PRESIDENTE;16/12/1998
411701;3,29563E+12;UNIODONTO DE NOVA IGUA€U COOPERATIVA ODONTOLàGICA;;Cooperativa odontol¢gica;RUA ATHAYDE PIMENTA DE MORAES;395;;CENTRO;Nova Igua‡u;RJ;26210190;21;26684004;26684827;uniodontoni@uniodontoni.com.br;STENIO DA SILVA FIGUEIREDO;PRESIDENTE;18/07/2000
331104;2,06403E+12;UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA;UNIODONTO PINDAMONHANGABA;Cooperativa odontol¢gica;PRA€A PADRE JOÇO FARIA FIALHO;51;;CENTRO;Pindamonhangaba;SP;12400190;12;36431174;36431174;uniodontopinda@uniodontopinga.com.br;ACÖLIA APARECIDA CSAR LOUREN€O;PRESIDENTE;17/12/1998
336017;1,72586E+11;UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA;UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLàGICA;Cooperativa odontol¢gica;AVENIDA CORONEL JOS SOARES MARCONDES;454;;VILA MACHADINHO;Presidente Prudente;SP;19020120;18;39017764;39017765;uniodonto@uniodontoprudente.com.br;EDUARDO MITSUO OTIAI;DIRETOR PRESIDENTE;17/12/1998
305740;2,41251E+13;UNIODONTO DE RECIFE - COOPERATIVA ODONTOLàGICA;UNIODONTO DE RECIFE - COOPERATIVA ODONTOLàGICA;Cooperativa odontol¢gica;RUA MONTE CASTELO;212;CONJ. 01;BOA VISTA;Recife;PE;50050310;81;33661888;33661875;faleconosco@uniodontorecife.com.br;ANAYRA SILVANA DA CUNHA MALTEZ;DIRETORA PRESIDENTE;18/12/1998
403997;2,94849E+12;UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLàGICA LTDA.;UNIODONTO - AC;Cooperativa odontol¢gica;AV. CEARµ;2219;;DOM GIOCONDO;Rio Branco;AC;69900303;68;32233270;32248194;uniodonto@uniodontoacre.com.br;EDIANA DE FµTIMA MELO MAGELA;PRESIDENTE;28/04/1999
349011;9,66093E+13;UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA;UNIODONTO DE RIO CLARO;Cooperativa odontol¢gica;RUA 2;918;AVS.3 E 5;CENTRO;Rio Claro;SP;13500010;19;35246475;35248738;uniodontorc@terra.com.br;ROSANGELA DA SILVEIRA FREITAS;PRESIDENTE;17/12/1998
336025;2,74209E+12;UNIODONTO DE RONDONIA COOPERATIVA LTDA.;UNIODONTO DE RONDâNIA;Cooperativa odontol¢gica;AV. CAMPOS SALES;3757;;OLARIA;Porto Velho;RO;78916260;69;32233320;32233315;uniodontoro@hotmail.com;MILTON JORGE FORONI;PRESIDENTE;29/12/1998
418242;1,75009E+12;UNIODONTO DE RORAIMA - COOPERATIVA DE TRABALHO ODONTOLàGICO;UNIODONTO DE RORAIMA;Cooperativa odontol¢gica;AVENIDA CAPITÇO JULIO BEZERRA;952;;SÇO FRANCISCO;Boa Vista;RR;69305025;95;36234900;36234900;uniodontororaima@ig.com.br;CARLOS ALEXANDRE PRADO HORTA;PRESIDENTE;27/09/2011
310107;1,34164E+13;UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLàGICO LTDA.;UNIODONTO SALVADOR;Cooperativa odontol¢gica;RUA FRANCISCO GON€ALVES;01;SALA 205/206;COMERCIO;Salvador;BA;40015090;71;40099696;40099690;marineidecampos@hotmail.com;THAIS ALMEIDA MARIANO;PRESIDENTE;04/01/1999
378682;1,2213E+12;UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLàGICA;UNIODONTO SÇO JOS DO RIO PARDO;Cooperativa odontol¢gica;AVENIDA INDEPENDÒNCIA;05;;CENTRO;SÆo Jos‚ do Rio Pardo;SP;13720000;19;36816729;36814229;uniodontorpardo@dglnet.com.br;ILKA APARECIDA RONCI GALEAZZO;PRESIDENTE;16/12/1998
313751;7,31628E+13;UNIODONTO DE SÇO JOS DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLàGICO;UNIODONTO SÇO JOS DOS CAMPOS;Cooperativa odontol¢gica;PRA€A PRESIDENTE KENNEDY;24;;CENTRO;SÆo Jos‚ dos Campos;SP;12245730;12;32026000;39422946;uniodontosjc@uniodontosjc.com.br;SERGIO BRITO;PRESIDENTE;16/12/1998
342203;2,33827E+12;UNIODONTO DE SC COOPERATIVA ADMINISTRADORAS DE CONTRATOS;UNIODONTO ADMINISTRADORA;Cooperativa odontol¢gica;RUA VITàRIA;123;CASA;CENTRO;Blumenau;SC;89010250;47;3,0378E+11;3,0378E+11;cdp@uniodontosc.com.br;RICARDO HOCHHEIM FILHO;PRESIDENTE;18/12/1998
373109;8,26676E+11;UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA;UNIODONTO DE SERTAOZINHO;Cooperativa odontol¢gica;RUA CARLOS GOMES;684;;CENTRO;SertÆozinho;SP;14160020;1;621056700;621056715;uniodontostz@uol.com.br;APARECIDO SILVIO DE SOUZA ;REPRESENTANTE;16/12/1998
334243;5,87029E+13;UNIODONTO DE SOROCABA COOPERATIVA ODONTOLàGICA;UNIODONTO SOROCABA;Cooperativa odontol¢gica;AV. BARÇO DE TATUI;628;;J. VERGUEIRO;Sorocaba;SP;18030000;15;32349424;32349424;uniodontosor@uniodontosorocaba.com.br;VALERIA REGINA ATHAYDE;PRESIDENTE;16/12/1998
350290;1,90294E+12;UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLàGICA;UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLàGICA;Cooperativa odontol¢gica;RUA GENERAL OSàRIO;1309;;CENTRO;Taquaritinga;SP;15900000;16;32522499;32522499;uniodonto.taqua@terra.com.br;ODILON GUEDES BARRETO JUNIOR;DIRETOR PRESIDENTE;16/12/1998
359726;2,41886E+12;UNIODONTO DE TRÒS RIOS - COOPERATIVA DE TRABALHO ODONTOLàGICA;UNIODONTO TRÒS RIOS;Cooperativa odontol¢gica;TRAVESSA AUGUSTO DE ALMEIDA;44;SALA 315 E 316;CENTRO;Trˆs Rios;RJ;25804130;24;22553338;22553338;uniodontotresrios@yahoo.com.br;MARISOL GUIMARÇES MACHADO PEREIRA;PRESIDENTE;29/12/1998
350630;1,42292E+12;UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA;UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA;Cooperativa odontol¢gica;RUA FREI DAMIÇO;2856;;SANTA ELISA;Votuporanga;SP;15505187;17;34213395;34213395;uniodonto@votuporanga.com.br;JOSE LUIZ PEREIRA;PRESIDENTE;16/12/1998
314315;4,45959E+13;UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTàLOGICAS;UNIODONTO DO BRASIL;Cooperativa odontol¢gica;RUA CORREIA DIAS ;185;;PARAÖSO;SÆo Paulo;SP;4104000;11;59044400;59044400;uniodonto.br@uniodonto.com.br;JOS ALVES DE SOUZA NETO;DIRETOR PRESIDENTE;17/12/1998
318230;2,89581E+13;UNIODONTO DO RIO DE JANEIRO COOPERATIVA ODONTOLàGICA LTDA;UNIODONTO-RJ;Cooperativa odontol¢gica;AV. PASSOS ;120;10§/11§ ANDARES;CENTRO;Rio de Janeiro;RJ;20051040;2;121950200;121950200;uniodonto-rj@uol.com.br;WERTHER ANTONIO LIMA FIDALGO;PRESIDENTE;18/12/1998
358339;3,72566E+13;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;UNIODONTO DO SUL GOIANO;Cooperativa odontol¢gica;RUA RUI DE ALMEIDA;519;;CENTRO;Itumbiara;GO;75503090;6;434317146;434317146;uniodontosulgo@yahoo.com.br;JOAO BATISTA PEREIRA MACHADO;DIRETOR PRESIDENTE;17/12/1998
313807;1,99703E+11;UNIODONTO DOURADOS - COOPERATIVA ODONTOLàGICA;;Cooperativa odontol¢gica;RUA CIRO MELLO;2658;;JARDIM CENTRAL;Dourados;MS;79805031;67;34223577;;uniodonto@dourados.com.br;SANDRA ARAUJO DE OLIVEIRA;PRESIDENTE;12/01/1999
382337;1,06631E+12;UNIODONTO DUQUE DE CAXIAS COOPERATIVA DE TRABALHO ODONTOLàGICO LTDA.;;Cooperativa odontol¢gica;AVENIDA PRESIDENTE VARGAS;263;GRUPO 102;CENTRO;Duque de Caxias;RJ;25070330;21;27716272;27717295;contato@uniodontodc.com.br;FLµVIO ARAéJO DE ASSIS;PRESIDENTE;29/12/1998
341894;1,19565E+11;UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLàGICA LTDA.;UNIODONTO FRONTEIRA OESTE/RS;Cooperativa odontol¢gica;AV. 24 DE MAIO;1091;;CENTRO;Sant'Ana do Livramento;RS;97573450;55;32423833;;adm@uniodontofronteiraoeste.com.br;LUIZ FERNANDO MENDON€A BIDART;PRESIDENTE;17/12/1998
358436;8,91689E+11;UNIODONTO GOIANIA COOPERATIVA DE CIRURGIåES DENTISTAS;UNIODONTO GOIANIA;Cooperativa odontol¢gica;RUA T-27;1115;Quadra 65, Lote 4;SETOR BUENO;Goiƒnia;GO;74215030;62;32549100;32549101;uniodonto@uniodontogoiania.com.br;FµBIO ARAéJO GON€ALVES PRUDENTE;REPRESENTANTE ;17/12/1998
317772;8,67564E+13;UNIODONTO ITAPERUNA/RJ COOPERATIVA DE TRABALHO ODONTOLOGICO;UNIODONTO ITAPERUNA/RJ COOP TRAB ODONTOLOGICO;Cooperativa odontol¢gica;RUA CEL. LUIZ FERRAZ;34;;CENTRO;Itaperuna;RJ;28300000;22;38241497;38241497;uniodontoita@uol.com.br;MARCOS STHEL ANTUNES;REPRESENTANTE;29/12/1998
327441;1,29079E+12;UNIODONTO JUIZ DE FORA COOPERATIVA DE SAéDE ODONTOLàGICA LTDA.;UNIODONTO JF;Cooperativa odontol¢gica;RUA OSCAR VIDAL;373;;CENTRO;Juiz de Fora;MG;36016290;32;32150706;32151561;uniodonto@uniodontojf.com.br;MAGALI DE FREITAS MACIEL;DIRETORA PRESIDENTE;21/12/1998
401919;2,02162E+12;UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLàGICA;;Cooperativa odontol¢gica;RUA JOS PERES;46;LOJA 01;CENTRO;Leopoldina;MG;36700000;32;34415754;34415754;uniodonto@leopoldina.com.br;MARCELO RESENDE VIEIRA;PRESIDENTE;11/03/1999
300195;7,25152E+13;UNIODONTO MACA - COOPERATIVA ODONTOLàGICA;UNIODONTO MACAE;Cooperativa odontol¢gica;RUA MARECHAL DEODORO;411;;CENTRO;Maca‚;RJ;27910310;22;27629645;2227593737;gerencia@uniodontomacae.com.br;MARCOS STHEL ANTUNES;DIRETOR PRESIDENTE;18/12/1998
